"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","ETA1","Classe di età","POSIZPROF","Posizione professionale","CARATT_OCC","Carattere occupazione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1992-Q4","T4-1992",1678.929,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1993-Q1","T1-1993",1595.51,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1993-Q2","T2-1993",1549.073,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1993-Q4","T4-1993",1516.951,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1993-Q3","T3-1993",1560.137,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1994-Q2","T2-1994",1616.632,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1994-Q1","T1-1994",1559.45,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1994-Q4","T4-1994",1610.067,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1994-Q3","T3-1994",1603.041,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1995-Q1","T1-1995",1660.43,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1995-Q2","T2-1995",1621.463,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1995-Q4","T4-1995",1651.537,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1995-Q3","T3-1995",1651.467,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1996-Q2","T2-1996",1612.885,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1996-Q1","T1-1996",1611.129,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1996-Q4","T4-1996",1635.803,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1996-Q3","T3-1996",1636.759,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1997-Q1","T1-1997",1665.797,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1997-Q2","T2-1997",1674.948,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1997-Q4","T4-1997",1692.597,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1997-Q3","T3-1997",1706.466,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1998-Q2","T2-1998",1735.449,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1998-Q1","T1-1998",1773.696,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1998-Q4","T4-1998",1816.378,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1998-Q3","T3-1998",1754.152,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1999-Q1","T1-1999",1888.186,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1999-Q2","T2-1999",1919.594,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1999-Q4","T4-1999",1892.627,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","1999-Q3","T3-1999",1866.096,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2000-Q2","T2-2000",1975.784,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2000-Q1","T1-2000",1968.17,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2000-Q4","T4-2000",2062.926,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2000-Q3","T3-2000",1948.33,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2001-Q1","T1-2001",2010.793,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2001-Q2","T2-2001",1934.641,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2001-Q4","T4-2001",1960.18,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2001-Q3","T3-2001",1986.642,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2002-Q2","T2-2002",1980.827,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2002-Q1","T1-2002",1999.656,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2002-Q4","T4-2002",2003.529,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2002-Q3","T3-2002",1983.915,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2003-Q1","T1-2003",1898.298,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2003-Q2","T2-2003",2026.572,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2003-Q4","T4-2003",1958.251,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2003-Q3","T3-2003",2006.815,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2004-Q2","T2-2004",1887.238,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2004-Q1","T1-2004",1819.244,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2004-Q4","T4-2004",1954.472,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2004-Q3","T3-2004",1958.902,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2005-Q1","T1-2005",1975.861,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2005-Q2","T2-2005",1989.564,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2005-Q4","T4-2005",2090.108,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2005-Q3","T3-2005",1981.453,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2006-Q2","T2-2006",2138.691,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2006-Q1","T1-2006",2162.841,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2006-Q4","T4-2006",2237.512,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2006-Q3","T3-2006",2178.024,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2007-Q1","T1-2007",2197.922,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2007-Q2","T2-2007",2220.239,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2007-Q4","T4-2007",2241.522,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2007-Q3","T3-2007",2255.054,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2008-Q2","T2-2008",2324.211,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2008-Q1","T1-2008",2303.85,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2008-Q4","T4-2008",2205.088,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2008-Q3","T3-2008",2275.728,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2009-Q1","T1-2009",2150.99,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2009-Q2","T2-2009",2134.753,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2009-Q4","T4-2009",2104.461,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2009-Q3","T3-2009",2101.356,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2010-Q2","T2-2010",2092.28,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2010-Q1","T1-2010",2112.492,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2010-Q4","T4-2010",2194.759,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2010-Q3","T3-2010",2120.557,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2011-Q1","T1-2011",2208.365,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2011-Q2","T2-2011",2243.009,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2011-Q4","T4-2011",2299.777,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2011-Q3","T3-2011",2271.039,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2012-Q2","T2-2012",2352.741,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2012-Q1","T1-2012",2317.39,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2012-Q4","T4-2012",2307.704,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2012-Q3","T3-2012",2334.822,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2013-Q1","T1-2013",2273.516,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2013-Q2","T2-2013",2199.459,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2013-Q4","T4-2013",2167.243,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2013-Q3","T3-2013",2171.325,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2014-Q2","T2-2014",2269.366,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2014-Q1","T1-2014",2230.614,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2014-Q4","T4-2014",2314.216,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2014-Q3","T3-2014",2282.475,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2015-Q1","T1-2015",2332.711,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2015-Q2","T2-2015",2353.435,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2015-Q4","T4-2015",2387.406,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2015-Q3","T3-2015",2422.162,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2016-Q2","T2-2016",2417.709,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2016-Q1","T1-2016",2351.204,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2016-Q4","T4-2016",2496.766,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2016-Q3","T3-2016",2441.236,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2017-Q1","T1-2017",2564.63,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2017-Q2","T2-2017",2671.753,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2017-Q4","T4-2017",2866.216,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2017-Q3","T3-2017",2788.047,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2018-Q2","T2-2018",3038.166,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2018-Q1","T1-2018",2939.745,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M12G12","12-Dic-2018","2018-Q3","T3-2018",3112.057,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1992-Q4","T4-1992",1678.929,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1993-Q1","T1-1993",1595.51,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1993-Q2","T2-1993",1549.073,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1993-Q4","T4-1993",1516.951,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1993-Q3","T3-1993",1560.137,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1994-Q2","T2-1994",1616.632,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1994-Q1","T1-1994",1559.45,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1994-Q4","T4-1994",1610.067,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1994-Q3","T3-1994",1603.041,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1995-Q1","T1-1995",1660.43,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1995-Q2","T2-1995",1621.463,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1995-Q4","T4-1995",1651.537,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1995-Q3","T3-1995",1651.467,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1996-Q2","T2-1996",1612.885,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1996-Q1","T1-1996",1611.129,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1996-Q4","T4-1996",1635.803,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1996-Q3","T3-1996",1636.759,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1997-Q1","T1-1997",1665.797,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1997-Q2","T2-1997",1674.948,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1997-Q4","T4-1997",1692.597,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1997-Q3","T3-1997",1706.466,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1998-Q2","T2-1998",1735.449,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1998-Q1","T1-1998",1773.696,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1998-Q4","T4-1998",1816.378,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1998-Q3","T3-1998",1754.152,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1999-Q1","T1-1999",1888.186,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1999-Q2","T2-1999",1919.594,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1999-Q4","T4-1999",1892.627,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","1999-Q3","T3-1999",1866.096,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","2000-Q2","T2-2000",1975.784,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","2000-Q1","T1-2000",1968.17,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","2000-Q4","T4-2000",2062.926,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","2000-Q3","T3-2000",1948.33,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","2001-Q1","T1-2001",2010.793,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","2001-Q2","T2-2001",1934.641,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","2001-Q4","T4-2001",1960.18,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2019M3G13","13-Mar-2019","2001-Q3","T3-2001",1986.642,,
